,R1_5,V2_1,V3_2,R1_4,R4_5,R7_1,V2_4,V4_1,V4_2,V4_4,R7_2,V1_1,V1_2,V3_1,R4_1,R7_4,R7_5,V3_3,V4_3,R1_1,R1_2,R4_2,V1_3,V3_4,V3_5,R4_3,V2_3,R1_3,R4_4,R7_3,V2_2,V4_5
87181b51a23f1562e56a939a32fb2b15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871e7f656ffb2d8925a911d981b48d1c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8721ce8fb5b8e08bc3fe9136ff1aab44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
8726b44cf3967845538753727441324f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87281747b327721180554e3d006965e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
872930ffeab10029eb28777e640d1ab0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872b795ea0217000460e9200b2875fd1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87312bd9dbcb4c3661175120f7a92d64,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8735f92a7f18db944bc862777fbd3222,266,5,119,0,0,0,11,95,79,71,0,42,0,0,34,0,0,349,21,42,97,0,22,0,0,0,83,0,0,0,75,102
873787d147e11d86875335ecf752d6da,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8738c98077960106abc51e1abe5545ce,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8738d31702d1e2c06fd8c29c1d19f6e0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745a33e83ee2e17ed1031965b5b8fc9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745b6385a6779e16b1cb21bb46b29ef,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8746d1b20f51c34af4d5d68fdca6a968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87470a9de38cdb68579e1e64f74b673b,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874b04c59ab92d2a4d925b91f0155df7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
874eba271dd2e756dc916f147bdcced4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
87504e6a5756efea2a5eed2a6e55416d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8755bcd7b6cb7518d2839e8197e1e265,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8759738bb4ad29b4c8db973371666431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87598180da0da67dafe4a9dbbcf8b7ec,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87613834618ff6b53178331a241387b3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876181954d5ec6e3eb7b3cfcd30a2db2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876201d8d927a9f01167b6ad7f5ae973,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87620220fee4ff718ba7d71a74c1e0df,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
87687c0d605ebf67df57fa0b6a8a57c7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876bf44be3898fb990f22c60c2d5a45b,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8771243a91d301aa7446871d482848e2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8778c364aa03668a2a8bd9fdb1795f3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877b79a3b022659dc8c16f4964a2676b,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877dcc11cab72b75b6d32ed3ed305c3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8780daa68603d6e52c86d92ed0fa87e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
87810a66e3df95ec53d3f22008cc1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
87820c6607a0e12d9489118285806409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87828bd98f2ecb3f8317f2fdef06cea8,0,0,0,13,0,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
87831dcd7d7c894401e83b7ce5c59654,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87835f2fb1c9328d076d6cb60e258d2c,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,0,0,0,0,0
8784acb55141b8755acd95d992d2621a,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8787157c0a3cd1836539304a74590b1f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878a9fe10a490ecc86016266b5993660,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878d2cdfa99df292c8f57ab0f1393437,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8797ec3d85b03d83ecc86e5e2e05a824,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87982b77dd6f3d3c61ff8e1319cc4b58,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
879f99e48bbf7d81f7c1d5163ef2eb9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87a0938edd7f9170d3030db2b95b1b8d,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87aa772f4468b86224535db472fa05da,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0
87af57de9d3415eb6758288cac6123c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
87b2589de3f57819e22476353ede0d58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87b31f4a41760f86465bdc92f3c71e53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87b621543e432e83fbc6d3b9e5613abb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87b678d703a771b6cb3a423619dbfc93,0,0,0,11,0,0,0,0,0,0,0,0,7,9,5,0,0,0,3,0,2,4,0,0,0,0,10,5,0,0,0,0
87b6c0efda377f390478628c5ade7b9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87bcac32f4dd6a04a9f6631ed11520bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87be5372499616069b2530afc1775153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87bf618f0163a8a64bf21abb968df219,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87c4dfd6f34f3fbec342b877747df856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87c52a22b25d857ca996c7fcccb5cd5e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
87c63a099091784b30d2cea9d3de4a28,0,0,0,0,15,9,0,0,0,0,0,0,0,0,47,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87c97af46cfaa7e29f4277dd776f37e8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87cae56392c436c89102e1ec206e78d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87cb89cef404794d0136c143942a666d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87cc0f3473098725b50f3c7a5c03cdc1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0
87cf0200fe510226f34ffee9424fddf9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87cf8e23a46a99d13091b58fa7135472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
87d044aca17a1653b92bdb298e6c74fc,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87d1d98fcec13d3423f801a5b8c80f80,0,2,0,1,3,0,5,0,0,12,0,0,0,0,0,0,0,5,0,6,21,17,0,0,0,0,0,0,0,0,0,0
87d7cccb54b8e66fc6383ab0cfb9b4db,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87f3a1b5b2ee925f641aa5de6eb68a19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87f4510d83a42732653d3cea74008680,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87f952f8424bb9db679e1a9261d04c88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
880499acd71defb862aa7bcf30ffec2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
880bbde680963f7620a9f8c74281f82b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,3,4,0,0,0,0,0,0,4,0,0,0,0
880e06620bd8376cc29351afb368cf7b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880ecd93f46df4f78b42fef1abb0eebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
881174a290824fc92523979945322468,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88118a043bed7af6e7c4a2a9068841b5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8811f8a0f1f4d1131208063173251dde,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881a1f5085d12c0e522fc9f14fed00d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881f9300bec31823f5194648b4764f85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881fc9f20c77b8b9f66e94f1ab68131d,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
8821169f36e7de426c7a394328c4a1e2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88274f21cbd3a33069a10b88847f321f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
882b7bdb7c07db6505c6225d4acee0f0,0,2,0,0,0,0,3,0,0,0,0,0,14,7,12,0,10,0,0,0,0,7,9,2,0,0,0,15,0,0,9,0
8831eece37d9ebb34b981b36c892262c,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,13,0,0,0,6,0,0,0,0,0
8833374692cde1db4d71c74f86fa02ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
88335aaae4dc67fc7111c52536b32f0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8839426f3299d55a3582653f4078321b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
883f817000d673dc8ca07497bc6e5d27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883f9311b3c59a07f1f93a54d25ef4bc,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0
8847f7db2850b987aed941f87d56517b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884a05ac915726f4c17e6209f40f1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
884b5873311ce094c6acb592b476aca8,9,6,13,12,15,15,5,15,16,13,9,24,10,21,14,0,0,8,12,7,1,10,11,6,13,18,6,24,20,15,22,3
884fa3930424ce618bb17318d87f2f89,10,9,9,4,24,5,4,0,4,0,0,0,9,8,12,20,3,6,8,7,6,3,4,6,0,13,0,9,7,0,5,0
88524108706087f7c75e79d6c10c9c61,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885e38ddad60e80b4c5fa49ec0e72770,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8865ae2760bd910dddbe97d9133956ec,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8866711506c1c1299cfb15457d8ad151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886687c441809872fa3187e9ed7d4d8d,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,4,0
8869c3568f3ab00a1923d913b575951d,3,0,0,3,0,0,0,8,8,8,0,0,3,0,0,0,3,5,7,0,9,7,7,15,0,0,0,0,0,0,11,11
886d16e69635038a42f9eb4aee9b74b6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887070b273e401be76c2a78bdc542aa0,2,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,3,0,4,0,0,0,0,0,0,0,0
8871ee8ae4ae8a9c8c32e2eb62cdda4f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88731e254d39242fc12421b50ee9d2fe,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8875d772adc6dc1ce158255fe2421d86,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887ae509ce83c4077caef65c07b24d12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887e8bcfff9844a4301f90fcfde4ed4e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8882e35cbd22d50c83ce89911d484007,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8885ceebb2ab5e9c8322cc6ce1f2a775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
88875037ed0c567daa4922760a91fcbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
88897fdfdcd163b8bd935fd57a711ea2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888cbe3c3a6c34f76d579c90fa20819a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
888f5ea49dca3880d7c334afb554425f,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888ff724a129d9bf7e613ad859960e91,5,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0
8894b0d5ba50bca37c20d41b80859d1c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8899b6801060f79bdb13a0e1a09f00dc,0,0,0,0,0,3,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0
889f1bc31887efea2354ba099342a203,13,32,23,6,27,24,11,0,10,21,0,61,17,26,5,27,34,0,13,11,8,27,5,34,16,51,0,0,0,15,38,20
88a225cfd273c285b48aac7468b45551,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
88a3378d1b089e1aae5dbde784f48853,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88a4f2865f89fd7fbb6fc206b55555e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
88a9ac55bce19577ac5eb0847b3daa49,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88b2f4e8632d6f53e7e5f495611614cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
88b518052865c1c8b44feb3a184a8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
88b5e5f0b37746228821c96658faef22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
88b7fd0ae8ccd1aeadc6182dee1c23fb,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88bdd8020c07d20fb28b3f7bd438d02d,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88c0ebe112ad6820eefeb60f4156e742,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,16,0,0,0,0,0,8,0,0,0
88c2175061c47ad19d184d419009e781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
88c60360e5495176a26af2690e8800cc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88c60c6d9d2d6acf4df4b26c91c30b5f,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88c75a78c7330e9675fdd0b4f643dee1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88c7af36c72c4399f61b7e6b4b7fd1e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88d2b5bd1e12ff8fb4042e4e32555a19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88d5cd59d49b8d8a2485998f84ab2650,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88d72908cfad775b0e28f183b8c89bb1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88d7cd0bcdd2ad37a3a3d83db9a3bbcd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88da56b6714b90d98a9e4b628d915dac,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,3,0,0
88dad42d6c16c303754e87d7c6f4b4df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
88db764c22c7ba02ab98067d2cf0a263,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88e1f8b74a7ad0ae1fa549fbe04dfa02,0,106,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88e5ae5c13a55cb2a5bb03bda2744311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88e99a3e53c0e60641ce1a01e7326a73,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88f2c90038749b1f00ccb4594acaffc1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88f9e44b13ae3b4101923640f77108b6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88fc32bd5f06cbd1aa112f777245c4be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
88ffa32f74b8d780637b2843bca144a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
88ffa6b4f243fcf2c70033b9ab35eb63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
8905938a402833ea7aef23a637c2cc28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8908b456a60851efeb46212095611973,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890f4167935682a06a01d20d023679f1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8910320b9c74f51e83723639bfb561d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8910422d61060bfe781f2490a9e76c23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
891173c115fdc8aacb292e06ddec9b24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
89178ebc8b8fdc32f55a3b1fbb451cc8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
891a787de24be60c965f0f299646f3d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
891f4e188fadbc3661081d172cdc6b0d,56,16,10,31,33,8,39,0,65,75,0,0,21,43,71,0,0,42,28,56,41,42,24,15,30,0,73,48,16,7,48,34
8920010505a2f36dbc66986ac44ca0d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89214efe4476f99560aca13348cc57c6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892769476e7715621ab4e64cde6a62da,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89283bcad7e33127420f76e6c255e12d,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
892a2952473aad9c76970dd70565ac32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
